Character,Game,Relation,Role
Waluigi,Dance Dance Revolution: Mario Mix,CHARACTER_IN,"Primary Antagonist, Boss"
Waluigi,Mario Superstar Baseball,CHARACTER_IN,Playable character
Waluigi,Mario Tennis: Power Tour,CHARACTER_IN,Playable character
Waluigi,Super Mario Fushigi no Korokoro Party 2,CHARACTER_IN,Playable character
Waluigi,Mario Kart Arcade GP,CHARACTER_IN,Cameo
Waluigi,Mario Party 7,CHARACTER_IN,Playable character
Waluigi,Mario Kart DS,CHARACTER_IN,Unlockable playable character
Waluigi,Super Mario Strikers,CHARACTER_IN,Playable character
Waluigi,Mario Hoops 3-on-3,CHARACTER_IN,Playable character
Waluigi,Mario Kart Arcade GP 2,CHARACTER_IN,Playable character
Waluigi,Mario Strikers Charged,CHARACTER_IN,Playable character
Waluigi,Mario Party 8,CHARACTER_IN,Playable character
Waluigi,Itadaki Street DS,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Waluigi,Mario Party DS,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Waluigi,Super Smash Bros. Brawl,CHARACTER_IN,"Cameo as Assist Trophy, Trophy, Sticker"
Waluigi,Mario Kart Wii,CHARACTER_IN,Playable character
Waluigi,Mario Super Sluggers,CHARACTER_IN,Playable character
Waluigi,New Play Control! Mario Power Tennis,CHARACTER_IN,Playable character
Waluigi,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Waluigi,Mario Sports Mix,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Waluigi,Mario Kart 7,CHARACTER_IN,Cameo
Waluigi,Fortune Street,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Waluigi,Mario Party 9,CHARACTER_IN,Playable character
Waluigi,Mario Party Whirling Carnival,CHARACTER_IN,Playable character
Waluigi,StreetPass Mii Plaza,CHARACTER_IN,Non-playable character (Puzzle Swap)
Waluigi,Mario Tennis Open,CHARACTER_IN,Playable character
Waluigi,Mario Kart Arcade GP DX,CHARACTER_IN,Unlockable playable character
Waluigi,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Waluigi,Mario Party: Island Tour,CHARACTER_IN,Playable character
Waluigi,Mario Golf: World Tour,CHARACTER_IN,Playable character
Waluigi,Mario Kart 8,CHARACTER_IN,Playable character
Waluigi,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,"Cameo as Assist Trophy, Trophy"
Waluigi,Super Smash Bros. for Wii U,CHARACTER_IN,"Cameo as Assist Trophy, Trophy"
Waluigi,Mario Party 10,CHARACTER_IN,Playable character
Waluigi,Super Mario Maker,CHARACTER_IN,Playable character ( Costume Mario )
Waluigi,Mario Tennis: Ultra Smash,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Waluigi,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Waluigi,Mario & Sonic at the Rio 2016 Olympic Games Arcade Edition,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Waluigi,Mario Party Fushigi no Challenge World,CHARACTER_IN,Playable character
Waluigi,Mario Party: Star Rush,CHARACTER_IN,Playable character
Waluigi,Mario Sports Superstars,CHARACTER_IN,Playable character
Waluigi,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Waluigi,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Waluigi,Hey! Pikmin,CHARACTER_IN,Non-playable character (amiibo)
Waluigi,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Cameo
Waluigi,Mario Party: The Top 100,CHARACTER_IN,Playable character
Waluigi,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Waluigi,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Waluigi,Mario Tennis Aces,CHARACTER_IN,Playable character
Waluigi,Super Mario Party,CHARACTER_IN,Playable character
Waluigi,Super Smash Bros. Ultimate,CHARACTER_IN,"Assist Trophy, Cameo as Spirit"
Waluigi,Dr. Mario World,CHARACTER_IN,Unlockable playable character
Waluigi,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Waluigi,Luigi's Mansion 3,CHARACTER_IN,Cameo (Artwork)
Waluigi,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Waluigi,Mario & Sonic at the Olympic Games Tokyo 2020 - Arcade Edition,CHARACTER_IN,Playable character
Waluigi,Mario Golf: Super Rush,CHARACTER_IN,Playable character
Waluigi,Mario Party Superstars,CHARACTER_IN,Playable character
Waluigi,Mario Strikers: Battle League,CHARACTER_IN,Playable character
Waluigi,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Wave the Swallow,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a sticker
Wave the Swallow,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Cameo as a Mii Costume
Wave the Swallow,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Cameo as a Mii Costume
Wave the Swallow,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Unlockable playable character
Wave the Swallow,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Unlockable playable character
Wart,Yume Kōjō: Doki Doki Panic,CHARACTER_IN,Boss
Wart,Super Mario Bros. 2,CHARACTER_IN,Boss
Wart,The Legend of Zelda: Link's Awakening,CHARACTER_IN,Non-playable character (uses Japanese name Mamu)
Wart,Super Mario All-Stars,CHARACTER_IN,Boss in Super Mario Bros. 2 remake
Wart,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Boss in Super Mario Bros. 2 remake
Wart,BS Super Mario USA,CHARACTER_IN,Boss
Wart,The Legend of Zelda: Link's Awakening DX,CHARACTER_IN,Non-playable character (uses Japanese name Mamu)
Wart,Super Mario Advance,CHARACTER_IN,Boss
Wart,Super Mario All-Stars Limited Edition,CHARACTER_IN,Boss in Super Mario Bros 2. remake
Wart,NES Remix 2,CHARACTER_IN,Boss in Super Mario Bros. 2
Wart,NES Remix Pack,CHARACTER_IN,Boss in Super Mario Bros. 2
Wart,Ultimate NES Remix,CHARACTER_IN,Boss in Super Mario Bros. 2
Wart,Paper Mario: Color Splash,CHARACTER_IN,Mentioned
Wart,Super Smash Bros. Ultimate,CHARACTER_IN,Spirit
Wart,The Legend of Zelda: Link's Awakening,CHARACTER_IN,Non-playable character (uses Japanese name Mamu)
Wart,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,Cameo
Wart,Game & Watch: The Legend of Zelda,CHARACTER_IN,Non-playable character (uses Japanese name Mamu)
Wart,Nintendo World Championships: NES Edition,CHARACTER_IN,Player Icon cameo
Wendy O. Koopa,Super Mario Bros. 3,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario World,CHARACTER_IN,Boss
Wendy O. Koopa,Mario is Missing!,CHARACTER_IN,Boss
Wendy O. Koopa,Yoshi's Safari,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario All-Stars,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Boss
Wendy O. Koopa,Hotel Mario,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario World: Super Mario Advance 2,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Boss
Wendy O. Koopa,Mario & Luigi: Superstar Saga,CHARACTER_IN,Boss
Wendy O. Koopa,New Super Mario Bros. Wii,CHARACTER_IN,Boss
Wendy O. Koopa,Super Mario All-Stars Limited Edition,CHARACTER_IN,Boss
Wendy O. Koopa,New Super Mario Bros. 2,CHARACTER_IN,Boss
Wendy O. Koopa,New Super Mario Bros. U,CHARACTER_IN,Boss
Wendy O. Koopa,New Super Luigi U,CHARACTER_IN,Boss
Wendy O. Koopa,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Wendy O. Koopa,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Unlockable playable character (palette swap)
Wendy O. Koopa,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character (palette swap)
Wendy O. Koopa,Nintendo Badge Arcade,CHARACTER_IN,Cameo as Badge
Wendy O. Koopa,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Boss (playable afterwards)
Wendy O. Koopa,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
Wendy O. Koopa,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Unlockable playable character
Wendy O. Koopa,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Wendy O. Koopa,Paper Mario: Color Splash,CHARACTER_IN,Boss
Wendy O. Koopa,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Wendy O. Koopa,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Wendy O. Koopa,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,"Ally, boss"
Wendy O. Koopa,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Wendy O. Koopa,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Wendy O. Koopa,Super Smash Bros. Ultimate,CHARACTER_IN,Unlockable playable character (palette swap)
Wendy O. Koopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,"Ally, enemy"
Wendy O. Koopa,New Super Mario Bros. U Deluxe,CHARACTER_IN,Boss
Wendy O. Koopa,Dr. Mario World,CHARACTER_IN,Unlockable playable character
Wendy O. Koopa,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Wendy O. Koopa,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Unlockable playable character
Wendy O. Koopa,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,Enemy
Wendy O. Koopa,Mario Kart Live: Home Circuit,CHARACTER_IN,Non-playable character
Wendy O. Koopa,Nintendo World Championships: NES Edition,CHARACTER_IN,Boss
Wrinkly Kong,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong Land 2,CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong Land III,CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong 64,CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong GB: Dinky Kong & Dixie Kong (port),CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong Country 2 (remake),CHARACTER_IN,Non-playable character
Wrinkly Kong,DK: King of Swing,CHARACTER_IN,Unlockable playable character in Jungle Jam mode
Wrinkly Kong,Donkey Kong Country 3 (remake),CHARACTER_IN,Non-playable character
Wrinkly Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Unlockable playable character
Wrinkly Kong,DK: Jungle Climber,CHARACTER_IN,Non-playable character
Wrinkly Kong,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy and sticker
Wrinkly Kong,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as trophy
Wrinkly Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Young Cricket,WarioWare: Smooth Moves,CHARACTER_IN,Microgame host
Young Cricket,Super Smash Bros. Brawl,CHARACTER_IN,Cameo
Young Cricket,WarioWare: D.I.Y.,CHARACTER_IN,Assembly Dojo host
Young Cricket,Rhythm Heaven Fever,CHARACTER_IN,Kung Fu Ball host
Young Cricket,Game & Wario,CHARACTER_IN,Playable character
Young Cricket,Rhythm Heaven Megamix,CHARACTER_IN,Munchy Monk host
Young Cricket,WarioWare Gold,CHARACTER_IN,Microgame host
Young Cricket,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo
Young Cricket,WarioWare: Get It Together!,CHARACTER_IN,"Microgame host, playable character"
Young Cricket,Tetris 99,CHARACTER_IN,Cameo as a J-Tetromino
Young Cricket,WarioWare: Move It!,CHARACTER_IN,"Microgame host, playable character"
Yoshi,Super Mario World,CHARACTER_IN,N/A
Yoshi,Mario Roulette,CHARACTER_IN,N/A
Yoshi,Yoshi,CHARACTER_IN,N/A
Yoshi,Super Mario Bros. (pinball),CHARACTER_IN,N/A
Yoshi,Mario Paint,CHARACTER_IN,N/A
Yoshi,Super Mario Kart,CHARACTER_IN,N/A
Yoshi,Terebi Denwa: Super Mario World,CHARACTER_IN,N/A
Yoshi,Yoshi's Cookie,CHARACTER_IN,N/A
Yoshi,Mario is Missing!,CHARACTER_IN,N/A
Yoshi,Mario is Missing!,CHARACTER_IN,N/A
Yoshi,Mario is Missing!,CHARACTER_IN,N/A
Yoshi,Mario Undōkai,CHARACTER_IN,N/A
Yoshi,Super Mario World,CHARACTER_IN,N/A
Yoshi,Būbū Mario,CHARACTER_IN,N/A
Yoshi,Yoshi's Safari,CHARACTER_IN,N/A
Yoshi,Mario & Wario,CHARACTER_IN,N/A
Yoshi,Mario's Time Machine,CHARACTER_IN,N/A
Yoshi,Mario's Early Years! Fun with Letters,CHARACTER_IN,N/A
Yoshi,Mario's Time Machine,CHARACTER_IN,N/A
Yoshi,Yoshi no Cookie: Kuruppon Oven de Cookie,CHARACTER_IN,N/A
Yoshi,Mario's Early Years! Preschool Fun,CHARACTER_IN,N/A
Yoshi,Super Mario All-Stars + Super Mario World,CHARACTER_IN,N/A
Yoshi,Mario Bowl,CHARACTER_IN,N/A
Yoshi,Mario's Game Gallery / Mario's FUNdamentals,CHARACTER_IN,N/A
Yoshi,Mario's Tennis,CHARACTER_IN,N/A
Yoshi,Super Mario World 2: Yoshi's Island,CHARACTER_IN,N/A
Yoshi,Mario Clash,CHARACTER_IN,N/A
Yoshi,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,N/A
Yoshi,Super Mario Attack,CHARACTER_IN,N/A
Yoshi,Super Mario RPG: Legend of the Seven Stars,CHARACTER_IN,N/A
Yoshi,Super Mario 64,CHARACTER_IN,N/A
Yoshi,Tetris Attack,CHARACTER_IN,N/A
Yoshi,Donkey Kong Land 2,CHARACTER_IN,N/A
Yoshi,Mario Kart 64,CHARACTER_IN,N/A
Yoshi,Game & Watch Gallery,CHARACTER_IN,N/A
Yoshi,Excitebike: Bun Bun Mario Battle,CHARACTER_IN,N/A
Yoshi,Mario Paint: BS Ban,CHARACTER_IN,N/A
Yoshi,BS Mario Paint: Yuushou Naizou Ban,CHARACTER_IN,N/A
Yoshi,Game & Watch Gallery 2,CHARACTER_IN,N/A
Yoshi,Yoshi's Story,CHARACTER_IN,N/A
Yoshi,Mario no Photopi,CHARACTER_IN,N/A
Yoshi,Mario Party,CHARACTER_IN,N/A
Yoshi,Super Smash Bros.,CHARACTER_IN,N/A
Yoshi,Super Mario Bros. Deluxe,CHARACTER_IN,N/A
Yoshi,Mario Golf,CHARACTER_IN,N/A
Yoshi,Game & Watch Gallery 3,CHARACTER_IN,N/A
Yoshi,Mario Golf,CHARACTER_IN,N/A
Yoshi,Mario Artist: Paint Studio,CHARACTER_IN,N/A
Yoshi,Mario Party 2,CHARACTER_IN,N/A
Yoshi,Mario Tennis,CHARACTER_IN,N/A
Yoshi,Paper Mario,CHARACTER_IN,N/A
Yoshi,Mario Artist: Polygon Studio,CHARACTER_IN,N/A
Yoshi,Mario Party 3,CHARACTER_IN,N/A
Yoshi,Mario Tennis,CHARACTER_IN,N/A
Yoshi,Super Mario Advance,CHARACTER_IN,N/A
Yoshi,Mobile Golf,CHARACTER_IN,N/A
Yoshi,Mario Kart: Super Circuit,CHARACTER_IN,N/A
Yoshi,Mario Family,CHARACTER_IN,N/A
Yoshi,Super Smash Bros. Melee,CHARACTER_IN,N/A
Yoshi,Super Mario World: Super Mario Advance 2,CHARACTER_IN,N/A
Yoshi,Super Mario Sunshine,CHARACTER_IN,N/A
Yoshi,Yoshi's Island: Super Mario Advance 3,CHARACTER_IN,N/A
Yoshi,Mario Party 4,CHARACTER_IN,N/A
Yoshi,Game & Watch Gallery 4,CHARACTER_IN,N/A
Yoshi,Nintendo Puzzle Collection,CHARACTER_IN,N/A
Yoshi,Mario Party-e,CHARACTER_IN,N/A
Yoshi,Mario Golf: Toadstool Tour,CHARACTER_IN,N/A
Yoshi,Mario Kart: Double Dash!!,CHARACTER_IN,N/A
Yoshi,Mario Party 5,CHARACTER_IN,N/A
Yoshi,Mario & Luigi: Superstar Saga,CHARACTER_IN,N/A
Yoshi,Donkey Konga,CHARACTER_IN,N/A
Yoshi,Mario Golf: Advance Tour,CHARACTER_IN,N/A
Yoshi,Donkey Kong Country 2,CHARACTER_IN,N/A
Yoshi,Donkey Konga 2,CHARACTER_IN,N/A
Yoshi,Super Mario Fushigi no Korokoro Party,CHARACTER_IN,N/A
Yoshi,Mario Power Tennis,CHARACTER_IN,N/A
Yoshi,Mario Party 6,CHARACTER_IN,N/A
Yoshi,Super Mario 64 DS,CHARACTER_IN,N/A
Yoshi,Yoshi Topsy-Turvy,CHARACTER_IN,N/A
Yoshi,Mario Party Advance,CHARACTER_IN,N/A
Yoshi,Yoshi Touch & Go,CHARACTER_IN,N/A
Yoshi,Yakuman DS,CHARACTER_IN,N/A
Yoshi,Mario Superstar Baseball,CHARACTER_IN,N/A
Yoshi,Mario Tennis: Power Tour,CHARACTER_IN,N/A
Yoshi,Mario Kart Arcade GP,CHARACTER_IN,N/A
Yoshi,Super Mario Fushigi no Korokoro Party 2,CHARACTER_IN,N/A
Yoshi,Mario Party 7,CHARACTER_IN,N/A
Yoshi,Mario Kart DS,CHARACTER_IN,N/A
Yoshi,Super Mario Strikers,CHARACTER_IN,N/A
Yoshi,Mario & Luigi: Partners in Time,CHARACTER_IN,N/A
Yoshi,Tetris DS,CHARACTER_IN,N/A
Yoshi,New Super Mario Bros.,CHARACTER_IN,N/A
Yoshi,Mario Hoops 3-on-3,CHARACTER_IN,N/A
Yoshi,Yoshi's Island DS,CHARACTER_IN,N/A
Yoshi,Mario Kart Arcade GP 2,CHARACTER_IN,N/A
Yoshi,Mario Strikers Charged,CHARACTER_IN,N/A
Yoshi,Mario Party 8,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Olympic Games,CHARACTER_IN,N/A
Yoshi,Mario Party DS,CHARACTER_IN,N/A
Yoshi,Itadaki Street DS,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Olympic Games,CHARACTER_IN,N/A
Yoshi,Super Smash Bros. Brawl,CHARACTER_IN,N/A
Yoshi,Mario Kart Wii,CHARACTER_IN,N/A
Yoshi,Mario Super Sluggers,CHARACTER_IN,N/A
Yoshi,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,N/A
Yoshi,New Play Control! Mario Power Tennis,CHARACTER_IN,N/A
Yoshi,WarioWare: D.I.Y.,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,N/A
Yoshi,New Super Mario Bros. Wii,CHARACTER_IN,N/A
Yoshi,Super Mario Galaxy 2,CHARACTER_IN,N/A
Yoshi,Mario Sports Mix,CHARACTER_IN,N/A
Yoshi,New Super Mario Bros. Wii Coin World,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,N/A
Yoshi,Mario Kart 7,CHARACTER_IN,N/A
Yoshi,Fortune Street,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,N/A
Yoshi,Mario Party 9,CHARACTER_IN,N/A
Yoshi,Mario Tennis Open,CHARACTER_IN,N/A
Yoshi,New Super Mario Bros. U,CHARACTER_IN,N/A
Yoshi,New Super Luigi U,CHARACTER_IN,N/A
Yoshi,Mario & Luigi: Dream Team,CHARACTER_IN,N/A
Yoshi,Mario Kart Arcade GP DX,CHARACTER_IN,N/A
Yoshi,Mario Party Fushigi no Korokoro Catcher 2,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,N/A
Yoshi,Mario Party: Island Tour,CHARACTER_IN,N/A
Yoshi,Yoshi's New Island,CHARACTER_IN,N/A
Yoshi,Mario Golf: World Tour,CHARACTER_IN,N/A
Yoshi,Mario Kart 8,CHARACTER_IN,N/A
Yoshi,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,N/A
Yoshi,Super Smash Bros. for Wii U,CHARACTER_IN,N/A
Yoshi,Nintendo Badge Arcade,CHARACTER_IN,N/A
Yoshi,Mario Party 10,CHARACTER_IN,N/A
Yoshi,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,N/A
Yoshi,Yoshi's Woolly World,CHARACTER_IN,N/A
Yoshi,Super Mario Maker,CHARACTER_IN,N/A
Yoshi,Mario Tennis: Ultra Smash,CHARACTER_IN,N/A
Yoshi,Mario & Luigi: Paper Jam,CHARACTER_IN,N/A
Yoshi,Minecraft: Wii U Edition,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Rio 2016 Olympic Games Arcade Edition,CHARACTER_IN,N/A
Yoshi,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,N/A
Yoshi,Mario Party Challenge World,CHARACTER_IN,N/A
Yoshi,Paper Mario: Color Splash,CHARACTER_IN,N/A
Yoshi,Mario Party: Star Rush,CHARACTER_IN,N/A
Yoshi,Super Mario Maker for Nintendo 3DS,CHARACTER_IN,N/A
Yoshi,Super Mario Run,CHARACTER_IN,N/A
Yoshi,Poochy & Yoshi's Woolly World,CHARACTER_IN,N/A
Yoshi,Mario Sports Superstars,CHARACTER_IN,N/A
Yoshi,Mario Kart 8 Deluxe,CHARACTER_IN,N/A
Yoshi,Minecraft: Nintendo Switch Edition,CHARACTER_IN,N/A
Yoshi,Mario Kart Arcade GP VR,CHARACTER_IN,N/A
Yoshi,Mario + Rabbids Kingdom Battle,CHARACTER_IN,N/A
Yoshi,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,N/A
Yoshi,Super Mario Odyssey,CHARACTER_IN,N/A
